Event Type,C2S ID,Source,Source Port(s),Destination,Destination Port(s),Start Time (UTC),Stop Time (UTC)
failed attack framework-2.6/msfcli windows_ssl_pct,45237.0,143.244.155.163,0.0,172.28.32.14,443,2009-11-12 16:32:00,2009-11-12 16:32:00
failed attack framework-2.6/msfcli windows_ssl_pct,45238.0,143.244.155.163,0.0,172.28.32.14,443,2009-11-12 17:29:00,2009-11-12 17:29:00
scan /usr/bin/nmap,45239.0,113.193.88.44,0.0,172.28.163.165,36242,2009-11-12 17:51:00,2009-11-12 17:51:00
scan /usr/bin/nmap,45240.0,49.232.95.127,55944.0,172.28.97.169,21 4899,2009-11-12 17:53:00,2009-11-12 17:53:00
break-DNS_1_exploit echo,45241.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-12 18:34:00,2009-11-12 18:34:00
break-DNS_1 /home/administrator/attack-scripts/sdu,45242.0,255.255.255.255,0.0,255.255.255.255,53,2009-11-12 18:34:00,2009-11-12 18:34:00
noisy-blackhole_exploit echo,45243.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-12 18:21:00,2009-11-12 18:21:00
noisy-blackhole_64-127 /home/administrator/attack-,45244.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-12 18:21:00,2009-11-12 18:21:00
router-rewrite /home/administrator/attack-scripts/,45245.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-12 18:45:00,2009-11-12 18:47:00
router-redirect /home/administrator/attack-scripts,45246.0,192.168.61.66,0.0,255.255.255.255,0,2009-11-12 18:58:00,2009-11-12 18:58:00
noisy-blackhole_exploit echo,45247.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-12 19:08:00,2009-11-12 19:08:00
client compromise exfil/sams_launch_vulnerable_cli,45248.0,172.28.212.6,0.0,20.21.128.84,10000,2009-11-12 19:21:00,2009-11-12 19:21:00
noisy-blackhole_64-127 /home/administrator/attack-,45249.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-12 19:08:00,2009-11-12 19:08:00
c2 remote command execution nc,45250.0,20.21.128.84,0.0,172.28.212.6,10000,2009-11-12 19:27:00,2009-11-12 19:27:00
break-DNS_1_exploit echo,45251.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-12 19:48:00,2009-11-12 19:48:00
break-DNS_1 /home/administrator/attack-scripts/sdu,45252.0,255.255.255.255,0.0,255.255.255.255,53,2009-11-12 19:48:00,2009-11-12 19:48:00
noisy-blackhole_exploit echo,45253.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-12 19:50:00,2009-11-12 19:50:00
noisy-blackhole_64-127 /home/administrator/attack-,45255.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-12 19:50:00,2009-11-12 19:50:00
router-redirect /home/administrator/attack-scripts,45256.0,192.168.61.66,0.0,255.255.255.255,0,2009-11-12 20:04:00,2009-11-12 20:04:00
break-DNS_1_exploit echo,45257.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-12 21:26:00,2009-11-12 21:26:00
break-DNS_1 /home/administrator/attack-scripts/sdu,45258.0,255.255.255.255,0.0,255.255.255.255,53,2009-11-12 21:26:00,2009-11-12 21:26:00
client compromise exfil/sams_launch_vulnerable_cli,45259.0,172.28.212.6,0.0,20.21.128.84,10000 80,2009-11-12 22:06:00,2009-11-12 22:06:00
c2 remote command execution nc,45261.0,20.21.128.84,0.0,172.28.212.6,10000,2009-11-12 22:12:00,2009-11-12 22:12:00
scan /usr/bin/nmap,45268.0,211.144.70.97,40510.0,172.28.154.10,21,2009-11-12 21:36:00,2009-11-12 21:36:00
failed attack framework-2.6/msfcli iis_nsiislog_po,45269.0,24.168.166.204,0.0,172.28.23.56,80,2009-11-12 21:37:00,2009-11-12 21:37:00
scan /usr/bin/nmap,45270.0,19.16.150.30,59406.0,172.28.177.139,3129,2009-11-12 22:08:00,2009-11-12 22:08:00
failed attack or scan exploit/bin/webstar_ftp_user,45271.0,42.1.118.156,0.0,255.255.255.255,21,2009-11-12 22:11:00,2009-11-12 22:26:00
noisy-blackhole_exploit echo,45272.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-12 22:36:00,2009-11-12 22:36:00
noisy-blackhole_exploit echo,45273.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-12 22:38:00,2009-11-12 22:38:00
noisy-blackhole_64-127 /home/administrator/attack-,45274.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-12 22:36:00,2009-11-12 22:36:00
noisy-blackhole_64-127 /home/administrator/attack-,45275.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-12 22:38:00,2009-11-12 22:38:00
break-DNS_1_exploit echo,45276.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-12 22:44:00,2009-11-12 22:44:00
router-rewrite /home/administrator/attack-scripts/,45277.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-12 23:09:00,2009-11-12 23:11:00
router-redirect /home/administrator/attack-scripts,45278.0,192.168.61.66,0.0,255.255.255.255,0,2009-11-12 22:58:00,2009-11-12 22:58:00
break-DNS_1 /home/administrator/attack-scripts/sdu,45279.0,255.255.255.255,0.0,255.255.255.255,53,2009-11-12 22:44:00,2009-11-12 22:44:00
failed attack exploit/iis-asp-overflow,45280.0,153.25.121.118,0.0,172.28.28.128,80,2009-11-12 23:29:00,2009-11-12 23:29:00
failed attack exploit/iis-asp-overflow,45281.0,153.25.121.118,0.0,172.28.22.186,80,2009-11-12 23:29:00,2009-11-12 23:29:00
failed attack exploit/iis-asp-overflow,45282.0,153.25.121.118,0.0,172.28.6.119,80,2009-11-12 23:29:00,2009-11-12 23:29:00
noisy-blackhole_exploit echo,45285.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-12 23:33:00,2009-11-12 23:33:00
noisy-blackhole_64-127 /home/administrator/attack-,45287.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-12 23:33:00,2009-11-12 23:33:00
client compromise exfil/sams_launch_vulnerable_cli,45298.0,172.28.212.6,0.0,20.21.128.84,10000 80,2009-11-13 00:02:00,2009-11-13 00:02:00
router-redirect /home/administrator/attack-scripts,45299.0,192.168.61.66,0.0,255.255.255.255,0,2009-11-13 00:14:00,2009-11-13 00:14:00
c2 remote command execution nc,45300.0,20.21.128.84,0.0,172.28.212.6,10000,2009-11-13 00:08:00,2009-11-13 00:08:00
router-rewrite /home/administrator/attack-scripts/,45301.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-13 00:24:00,2009-11-13 00:26:00
failed attack exploit/iis-asp-overflow,45302.0,25.178.184.105,0.0,172.28.28.128,80,2009-11-13 00:37:00,2009-11-13 00:37:00
failed attack exploit/iis-asp-overflow,45303.0,25.178.184.105,0.0,172.28.22.186,80,2009-11-13 00:37:00,2009-11-13 00:37:00
failed attack exploit/iis-asp-overflow,45304.0,25.178.184.105,0.0,172.28.6.119,80,2009-11-13 00:37:00,2009-11-13 00:37:00
scan /usr/bin/nmap,45319.0,19.16.150.30,59406.0,172.28.177.139,3129,2009-11-12 22:16:00,2009-11-12 22:16:00
scan /usr/bin/nmap,45320.0,49.232.95.127,55944.0,172.28.97.169,21 4899,2009-11-12 22:22:00,2009-11-12 22:23:00
scan /usr/bin/nmap,45321.0,42.196.162.102,26707.0,172.28.79.227,30860,2009-11-12 22:24:00,2009-11-12 22:24:00
scan /usr/bin/nmap,45322.0,32.213.228.43,0.0,172.28.218.123,4899,2009-11-12 23:29:00,2009-11-12 23:29:00
router-rewrite /home/administrator/attack-scripts/,45324.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-13 02:20:00,2009-11-13 02:22:00
scan /usr/bin/nmap,45326.0,195.171.85.28,0.0,172.28.18.197,1257 3128,2009-11-13 01:04:00,2009-11-13 01:04:00
scan /usr/bin/nmap,45328.0,195.171.85.28,0.0,172.28.18.147,1257 3128,2009-11-13 01:04:00,2009-11-13 01:04:00
scan /usr/bin/nmap,45330.0,195.171.85.28,0.0,172.28.18.241,1257 3128,2009-11-13 01:04:00,2009-11-13 01:04:00
scan /usr/bin/nmap,45332.0,195.171.85.28,0.0,172.28.18.83,1257 3128,2009-11-13 01:04:00,2009-11-13 01:04:00
scan /usr/bin/nmap,45334.0,195.171.85.28,0.0,172.28.18.213,1257 3128,2009-11-13 01:04:00,2009-11-13 01:04:00
scan /usr/bin/nmap,45335.0,195.171.85.28,0.0,172.28.18.146,1257 3128,2009-11-13 01:04:00,2009-11-13 01:04:00
scan /usr/bin/nmap,45336.0,195.171.85.28,0.0,172.28.18.111,1257 3128,2009-11-13 01:04:00,2009-11-13 01:04:00
scan /usr/bin/nmap,45337.0,195.171.85.28,0.0,172.28.18.68,1257 3128,2009-11-13 01:04:00,2009-11-13 01:04:00
scan /usr/bin/nmap,45338.0,195.171.85.28,0.0,172.28.18.41,1257 3128,2009-11-13 01:04:00,2009-11-13 01:04:00
break-DNS_1_exploit echo,45339.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-13 03:05:00,2009-11-13 03:05:00
noisy-blackhole_exploit echo,45340.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-13 02:46:00,2009-11-13 02:46:00
scan /usr/bin/nmap,45341.0,195.171.85.28,0.0,172.28.18.59,1257 3128,2009-11-13 01:04:00,2009-11-13 01:04:00
router-redirect /home/administrator/attack-scripts,45342.0,192.168.61.66,0.0,255.255.255.255,0,2009-11-13 02:53:00,2009-11-13 02:53:00
break-DNS_1 /home/administrator/attack-scripts/sdu,45343.0,255.255.255.255,0.0,255.255.255.255,53,2009-11-13 03:05:00,2009-11-13 03:06:00
noisy-blackhole_64-127 /home/administrator/attack-,45344.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-13 02:46:00,2009-11-13 02:46:00
scan /usr/bin/nmap,45345.0,195.171.85.28,0.0,172.28.18.98,1257 3128,2009-11-13 01:04:00,2009-11-13 01:04:00
scan /usr/bin/nmap,45346.0,195.171.85.28,0.0,172.28.18.174,1257 3128,2009-11-13 01:04:00,2009-11-13 01:04:00
scan /usr/bin/nmap,45347.0,195.171.85.28,0.0,172.28.18.18,1257 3128,2009-11-13 01:04:00,2009-11-13 01:04:00
scan /usr/bin/nmap,45348.0,211.144.70.97,40510.0,172.28.154.10,21,2009-11-13 01:26:00,2009-11-13 01:26:00
scan /usr/bin/nmap,45349.0,19.16.150.30,59406.0,172.28.177.139,3129,2009-11-13 01:30:00,2009-11-13 01:30:00
failed attack framework-2.6/msfcli cabrightstor_di,45350.0,35.182.39.183,0.0,172.28.134.218,41524,2009-11-13 01:52:00,2009-11-13 01:52:00
break-DNS_1_exploit echo,45351.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-13 03:20:00,2009-11-13 03:20:00
router-redirect /home/administrator/attack-scripts,45352.0,192.168.61.66,0.0,255.255.255.255,0,2009-11-13 04:12:00,2009-11-13 04:13:00
break-DNS_1 /home/administrator/attack-scripts/sdu,45353.0,255.255.255.255,0.0,255.255.255.255,53,2009-11-13 03:20:00,2009-11-13 03:21:00
noisy-blackhole_exploit echo,45354.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-13 04:40:00,2009-11-13 04:40:00
router-rewrite /home/administrator/attack-scripts/,45355.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-13 04:49:00,2009-11-13 04:51:00
noisy-blackhole_64-127 /home/administrator/attack-,45356.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-13 04:40:00,2009-11-13 04:40:00
router-rewrite /home/administrator/attack-scripts/,45357.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-13 05:30:00,2009-11-13 05:32:00
break-DNS_1_exploit echo,45358.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-13 05:42:00,2009-11-13 05:42:00
break-DNS_1 /home/administrator/attack-scripts/sdu,45359.0,255.255.255.255,0.0,255.255.255.255,53,2009-11-13 05:42:00,2009-11-13 05:42:00
failed attack exploit/iis-asp-overflow,45360.0,25.178.184.105,0.0,172.28.28.128,80,2009-11-13 06:35:00,2009-11-13 06:36:00
failed attack exploit/iis-asp-overflow,45362.0,25.178.184.105,0.0,172.28.22.186,80,2009-11-13 06:36:00,2009-11-13 06:36:00
failed attack exploit/iis-asp-overflow,45364.0,25.178.184.105,0.0,172.28.6.119,80,2009-11-13 06:36:00,2009-11-13 06:36:00
failed attack exploit/iis-asp-overflow,45372.0,153.25.121.118,0.0,172.28.28.128,80,2009-11-13 06:45:00,2009-11-13 06:45:00
failed attack exploit/iis-asp-overflow,45373.0,25.178.184.105,0.0,172.28.28.128,80,2009-11-13 07:06:00,2009-11-13 07:06:00
failed attack exploit/iis-asp-overflow,45374.0,153.25.121.118,0.0,172.28.22.186,80,2009-11-13 06:45:00,2009-11-13 06:45:00
failed attack exploit/iis-asp-overflow,45375.0,25.178.184.105,0.0,172.28.22.186,80,2009-11-13 07:06:00,2009-11-13 07:06:00
failed attack exploit/iis-asp-overflow,45376.0,153.25.121.118,0.0,172.28.6.119,80,2009-11-13 06:45:00,2009-11-13 06:45:00
failed attack exploit/iis-asp-overflow,45377.0,25.178.184.105,0.0,172.28.6.119,80,2009-11-13 07:06:00,2009-11-13 07:06:00
failed attack or scan exploit/bin/webstar_ftp_user,45382.0,42.1.118.156,0.0,255.255.255.255,21,2009-11-13 07:51:00,2009-11-13 08:06:00
no precursor client compromise exfil/sams_launch_v,45383.0,172.28.218.164,0.0,86.136.211.111,80,2009-11-13 08:23:00,2009-11-13 08:23:00
no precursor client compromise exfil/sams_launch_v,45384.0,172.28.218.164,0.0,28.133.133.90,80,2009-11-13 08:23:00,2009-11-13 08:23:00
c2 + tcp control channel exfil - no precursor nc,45385.0,86.136.211.111,0.0,172.28.218.164,10000,2009-11-13 08:27:00,2009-11-13 08:27:00
noisy-blackhole_exploit echo,45391.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-13 09:18:00,2009-11-13 09:18:00
router-redirect /home/administrator/attack-scripts,45392.0,192.168.61.66,0.0,255.255.255.255,0,2009-11-13 10:00:00,2009-11-13 10:00:00
router-rewrite /home/administrator/attack-scripts/,45393.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-13 09:45:00,2009-11-13 09:47:00
noisy-blackhole_64-127 /home/administrator/attack-,45394.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-13 09:18:00,2009-11-13 09:18:00
scan /usr/bin/nmap,45395.0,42.196.162.102,26707.0,172.28.79.227,30860,2009-11-13 03:47:00,2009-11-13 03:47:00
noisy-blackhole_exploit echo,45396.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-13 10:24:00,2009-11-13 10:24:00
router-rewrite /home/administrator/attack-scripts/,45397.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-13 10:12:00,2009-11-13 10:14:00
scan /usr/bin/nmap,45398.0,113.193.88.44,0.0,172.28.163.165,36242,2009-11-13 05:04:00,2009-11-13 05:04:00
noisy-blackhole_64-127 /home/administrator/attack-,45399.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-13 10:24:00,2009-11-13 10:25:00
scan /usr/bin/nmap,45400.0,219.160.125.33,42311.0,172.28.74.179,4899,2009-11-13 07:14:00,2009-11-13 07:14:00
break-DNS_1_exploit echo,45401.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-13 10:35:00,2009-11-13 10:35:00
failed attack or scan exploit/bin/iis_nsiislog.pl,45403.0,139.69.44.14,0.0,255.255.255.255,80,2009-11-13 10:55:00,2009-11-13 11:11:00
break-DNS_1 /home/administrator/attack-scripts/sdu,45404.0,255.255.255.255,0.0,255.255.255.255,53,2009-11-13 10:35:00,2009-11-13 10:36:00
failed attack exploit/iis-asp-overflow,45405.0,153.25.121.118,0.0,172.28.28.128,80,2009-11-13 11:13:00,2009-11-13 11:13:00
failed attack exploit/iis-asp-overflow,45407.0,153.25.121.118,0.0,172.28.22.186,80,2009-11-13 11:13:00,2009-11-13 11:13:00
failed attack exploit/iis-asp-overflow,45409.0,153.25.121.118,0.0,172.28.6.119,80,2009-11-13 11:13:00,2009-11-13 11:13:00
noisy-blackhole_exploit echo,45417.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-13 11:29:00,2009-11-13 11:29:00
noisy-blackhole_64-127 /home/administrator/attack-,45419.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-13 11:29:00,2009-11-13 11:30:00
router-redirect /home/administrator/attack-scripts,45425.0,192.168.61.66,0.0,255.255.255.255,0,2009-11-13 11:38:00,2009-11-13 11:38:00
break-DNS_1_exploit echo,45426.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-13 11:42:00,2009-11-13 11:42:00
break-DNS_1 /home/administrator/attack-scripts/sdu,45427.0,255.255.255.255,0.0,255.255.255.255,53,2009-11-13 11:42:00,2009-11-13 11:43:00
router-rewrite /home/administrator/attack-scripts/,45428.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-13 11:44:00,2009-11-13 11:46:00
noisy-blackhole_exploit echo,45429.0,16.16.174.174,0.0,172.28.10.6,23,2009-11-13 12:06:00,2009-11-13 12:06:00
noisy-blackhole_64-127 /home/administrator/attack-,45430.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-13 12:06:00,2009-11-13 12:06:00
client compromise exfil/sams_launch_vulnerable_cli,45431.0,172.28.212.6,0.0,20.21.128.84,10000 80,2009-11-13 12:21:00,2009-11-13 12:21:00
c2 remote command execution nc,45432.0,20.21.128.84,0.0,172.28.212.6,10000,2009-11-13 12:27:00,2009-11-13 12:27:00
failed attack or scan exploit/bin/iis_nsiislog.pl,45433.0,139.69.44.14,0.0,255.255.255.255,80,2009-11-13 12:21:00,2009-11-13 12:36:00
client compromise exfil/sams_launch_vulnerable_cli,45434.0,172.28.212.6,0.0,20.21.128.84,10000 80,2009-11-13 12:33:00,2009-11-13 12:33:00
c2 remote command execution nc,45435.0,20.21.128.84,0.0,172.28.212.6,10000,2009-11-13 12:40:00,2009-11-13 12:40:00
router-rewrite /home/administrator/attack-scripts/,45436.0,255.255.255.255,0.0,255.255.255.255,0,2009-11-13 12:44:00,2009-11-13 12:46:00
scan /usr/bin/nmap,45437.0,193.168.132.153,10468.0,172.28.147.136,45248,2009-11-13 11:20:00,2009-11-13 11:20:00
scan /usr/bin/nmap,45438.0,122.201.178.72,40045.0,172.28.42.98,64142:64353,2009-11-13 11:26:00,2009-11-13 11:26:00
scan /usr/bin/nmap,45439.0,49.232.95.127,55944.0,172.28.97.169,21 4899,2009-11-13 11:57:00,2009-11-13 11:57:00
client compromise exfil/sams_launch_vulnerable_cli,45440.0,172.28.20.79,0.0,169.197.145.201,10000 80,2009-11-13 12:51:00,2009-11-13 12:51:00
failed attack exploit/iis-asp-overflow,45441.0,25.178.184.105,0.0,172.28.28.128,80,2009-11-13 12:56:00,2009-11-13 12:56:00
c2 remote command execution nc,45442.0,169.197.145.201,0.0,172.28.20.79,10000,2009-11-13 12:56:00,2009-11-13 12:56:00
failed attack exploit/iis-asp-overflow,45443.0,25.178.184.105,0.0,172.28.22.186,80,2009-11-13 12:56:00,2009-11-13 12:56:00
failed attack exploit/iis-asp-overflow,45444.0,25.178.184.105,0.0,172.28.6.119,80,2009-11-13 12:56:00,2009-11-13 12:57:00
router-redirect /home/administrator/attack-scripts,45447.0,192.168.61.66,0.0,255.255.255.255,0,2009-11-13 12:57:00,2009-11-13 12:58:00
failed attack exploit/iis-asp-overflow,45455.0,153.25.121.118,0.0,172.28.28.128,80,2009-11-13 13:06:00,2009-11-13 13:06:00
failed attack exploit/iis-asp-overflow,45457.0,153.25.121.118,0.0,172.28.22.186,80,2009-11-13 13:06:00,2009-11-13 13:06:00
failed attack exploit/iis-asp-overflow,45459.0,153.25.121.118,0.0,172.28.6.119,80,2009-11-13 13:06:00,2009-11-13 13:06:00
scan /usr/bin/nmap,45464.0,113.193.88.44,0.0,172.28.163.165,36242,2009-11-13 12:57:00,2009-11-13 12:57:00
client compromise,45465.0,205.63.202.67,80.0,172.28.1.134,52784,2009-11-03 13:24:00,2009-11-03 13:24:00
client compromise,45466.0,205.63.202.67,80.0,172.28.1.203,54361,2009-11-03 13:24:00,2009-11-03 13:24:00
client compromise,45467.0,205.63.202.67,80.0,172.28.129.124,52339,2009-11-03 13:24:00,2009-11-03 13:24:00
client compromise,45468.0,205.63.202.67,80.0,172.28.133.12,60820,2009-11-03 13:24:00,2009-11-03 13:24:00
client compromise,45469.0,205.63.202.67,80.0,172.28.133.158,58046,2009-11-03 13:25:00,2009-11-03 13:25:00
client compromise,45470.0,205.63.202.67,80.0,172.28.133.86,48544,2009-11-03 13:25:00,2009-11-03 13:25:00
client compromise,45471.0,205.63.202.67,80.0,172.28.195.194,42133,2009-11-03 13:25:00,2009-11-03 13:25:00
client compromise,45472.0,205.63.202.67,80.0,172.28.198.166,56765,2009-11-03 13:25:00,2009-11-03 13:25:00
client compromise,45473.0,205.63.202.67,80.0,172.28.20.99,41069,2009-11-03 13:26:00,2009-11-03 13:26:00
client compromise,45474.0,205.63.202.67,80.0,172.28.4.202,33943,2009-11-03 13:26:00,2009-11-03 13:26:00
malware ddos,45475.0,172.28.133.12,0.0,152.162.178.254,499,2009-11-03 13:29:00,2009-11-03 13:34:00
malware ddos,45476.0,172.28.198.166,0.0,152.162.178.254,499,2009-11-03 13:29:00,2009-11-03 13:34:00
malware ddos,45477.0,172.28.195.194,0.0,152.162.178.254,499,2009-11-03 13:29:00,2009-11-03 13:34:00
malware ddos,45478.0,172.28.1.203,0.0,152.162.178.254,499,2009-11-03 13:29:00,2009-11-03 13:34:00
malware ddos,45479.0,172.28.20.99,0.0,152.162.178.254,499,2009-11-03 13:29:00,2009-11-03 13:34:00
malware ddos,45480.0,172.28.129.124,0.0,152.162.178.254,499,2009-11-03 13:29:00,2009-11-03 13:34:00
malware ddos,45481.0,172.28.133.86,0.0,152.162.178.254,499,2009-11-03 13:29:00,2009-11-03 13:34:00
malware ddos,45482.0,172.28.1.134,0.0,152.162.178.254,499,2009-11-03 13:29:00,2009-11-03 13:34:00
malware ddos,45483.0,172.28.133.158,0.0,152.162.178.254,499,2009-11-03 13:29:00,2009-11-03 13:34:00
ddos,45485.0,19.202.221.72,0.0,172.28.4.7,80,2009-11-03 13:33:00,2009-11-03 13:35:00
ddos,45487.0,120.5.53.166,0.0,172.28.4.7,80,2009-11-03 13:35:00,2009-11-03 13:37:00
out2in,45488.0,255.255.255.255,0.0,255.255.255.255,80,2009-11-03 13:40:00,2009-11-03 13:47:00
compromised_server,45489.0,172.28.151.53,,255.255.255.255,80,2009-11-03 13:40:00,2009-11-03 13:47:00
compromised_server,45490.0,172.28.102.68,,255.255.255.255,80,2009-11-03 13:41:00,2009-11-03 13:47:00
compromised_server,45491.0,172.28.116.175,,255.255.255.255,80,2009-11-03 13:41:00,2009-11-03 13:47:00
compromised_server,45492.0,172.28.103.126,,255.255.255.255,80,2009-11-03 13:41:00,2009-11-03 13:47:00
compromised_server,45493.0,172.28.120.57,,255.255.255.255,80,2009-11-03 13:41:00,2009-11-03 13:47:00
compromised_server,45494.0,172.28.104.143,,255.255.255.255,80,2009-11-03 13:41:00,2009-11-03 13:47:00
compromised_server,45495.0,172.28.104.200,,255.255.255.255,80,2009-11-03 13:41:00,2009-11-03 13:47:00
compromised_server,45496.0,172.28.119.228,,255.255.255.255,80,2009-11-03 13:41:00,2009-11-03 13:47:00
compromised_server,45497.0,172.28.126.109,,255.255.255.255,80,2009-11-03 13:41:00,2009-11-03 13:47:00
ddos,45498.0,155.108.237.71,0.0,172.28.4.7,80,2009-11-03 13:50:00,2009-11-03 13:55:00
ddos,45499.0,218.233.109.140,0.0,172.28.4.7,80,2009-11-03 13:50:00,2009-11-03 13:55:00
ddos,45500.0,1.23.177.16,0.0,172.28.4.7,80,2009-11-03 14:17:00,2009-11-03 14:19:00
ddos,45501.0,1.90.252.36,0.0,172.28.4.7,80,2009-11-03 14:17:00,2009-11-03 14:19:00
ddos,45502.0,1.101.50.36,0.0,172.28.4.7,80,2009-11-03 14:17:00,2009-11-03 14:19:00
ddos,45503.0,1.102.195.22,0.0,172.28.4.7,80,2009-11-03 14:17:00,2009-11-03 14:19:00
ddos,45504.0,1.144.159.30,0.0,172.28.4.7,80,2009-11-03 14:17:00,2009-11-03 14:19:00
ddos,45505.0,1.181.20.71,0.0,172.28.4.7,80,2009-11-03 14:17:00,2009-11-03 14:19:00
ddos,45506.0,1.199.49.19,0.0,172.28.4.7,80,2009-11-03 14:17:00,2009-11-03 14:19:00
ddos,45507.0,1.226.12.37,0.0,172.28.4.7,80,2009-11-03 14:17:00,2009-11-03 14:19:00
ddos,45508.0,2.66.18.14,0.0,172.28.4.7,80,2009-11-03 14:17:00,2009-11-03 14:19:00
ddos,45509.0,2.190.156.35,0.0,172.28.4.7,80,2009-11-03 14:17:00,2009-11-03 14:19:00
ddos,45510.0,2.234.50.12,0.0,172.28.4.7,80,2009-11-03 14:17:00,2009-11-03 14:19:00
ddos,45511.0,3.1.141.25,0.0,172.28.4.7,80,2009-11-03 14:17:00,2009-11-03 14:19:00
ddos,45512.0,3.118.53.21,0.0,172.28.4.7,80,2009-11-03 14:17:00,2009-11-03 14:19:00
ddos,45513.0,3.121.212.34,0.0,172.28.4.7,80,2009-11-03 14:17:00,2009-11-03 14:19:00
